#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_000822685.1	PRJNA224116	SAMEA2602972	CCHV00000000.1	na	573	573	Klebsiella pneumoniae			latest	Contig	Major	Full	2014/11/04	77RE	UNIMI	GCA_000822685.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/822/685/GCF_000822685.1_77RE		
GCF_000822705.1	PRJNA224116	SAMEA2602973	CCHY00000000.1	na	573	573	Klebsiella pneumoniae			latest	Contig	Major	Full	2014/11/04	78RE	UNIMI	GCA_000822705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/822/705/GCF_000822705.1_78RE		
GCF_000822725.1	PRJNA224116	SAMEA2602974	CCHZ00000000.1	na	573	573	Klebsiella pneumoniae			latest	Contig	Major	Full	2014/11/04	79RE	UNIMI	GCA_000822725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/822/725/GCF_000822725.1_79RE		
GCF_000822745.1	PRJNA224116	SAMEA2602975	CCIA00000000.1	na	573	573	Klebsiella pneumoniae			latest	Contig	Major	Full	2014/11/04	81RE	UNIMI	GCA_000822745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/822/745/GCF_000822745.1_81RE		
GCF_000822765.1	PRJNA224116	SAMEA2602976	CCIC00000000.1	na	573	573	Klebsiella pneumoniae			latest	Contig	Major	Full	2014/11/04	82RE	UNIMI	GCA_000822765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/822/765/GCF_000822765.1_82RE		
GCF_000822785.1	PRJNA224116	SAMEA2602977	CCID00000000.1	na	573	573	Klebsiella pneumoniae			latest	Contig	Major	Full	2014/11/04	83RE	UNIMI	GCA_000822785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/822/785/GCF_000822785.1_83RE		
GCF_000822805.1	PRJNA224116	SAMEA2602978	CCIB00000000.1	na	573	573	Klebsiella pneumoniae			latest	Contig	Major	Full	2014/11/04	84RE	UNIMI	GCA_000822805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/822/805/GCF_000822805.1_84RE		
GCF_000822825.1	PRJNA224116	SAMEA2602979	CCIE00000000.1	na	573	573	Klebsiella pneumoniae			latest	Contig	Major	Full	2014/11/04	85RE	UNIMI	GCA_000822825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/822/825/GCF_000822825.1_85RE		
GCF_000822845.1	PRJNA224116	SAMEA2602980	CCIF00000000.1	na	573	573	Klebsiella pneumoniae			latest	Contig	Major	Full	2014/11/04	86SGR	UNIMI	GCA_000822845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/822/845/GCF_000822845.1_86SGR		
GCF_000822865.1	PRJNA224116	SAMEA2602981	CCIH00000000.1	na	573	573	Klebsiella pneumoniae			latest	Contig	Major	Full	2014/11/04	87SGR	UNIMI	GCA_000822865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/822/865/GCF_000822865.1_87SGR		
GCF_000822885.1	PRJNA224116	SAMEA2602982	CCIG00000000.1	na	573	573	Klebsiella pneumoniae			latest	Contig	Major	Full	2014/11/04	88SGR	UNIMI	GCA_000822885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/822/885/GCF_000822885.1_88SGR		
GCF_000822905.1	PRJNA224116	SAMEA2602983	CCII00000000.1	na	573	573	Klebsiella pneumoniae			latest	Contig	Major	Full	2014/11/04	89SGR	UNIMI	GCA_000822905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/822/905/GCF_000822905.1_89SGR		
GCF_000822925.1	PRJNA224116	SAMEA2602984	CCIJ00000000.1	na	573	573	Klebsiella pneumoniae			latest	Contig	Major	Full	2014/11/04	90SGR	UNIMI	GCA_000822925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/822/925/GCF_000822925.1_90SGR		
GCF_000822945.1	PRJNA224116	SAMEA2602985	CCJB00000000.1	na	573	573	Klebsiella pneumoniae			latest	Contig	Major	Full	2014/11/04	91SGR	UNIMI	GCA_000822945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/822/945/GCF_000822945.1_91SGR		
GCF_000822965.1	PRJNA224116	SAMEA2602986	CCIK00000000.1	na	573	573	Klebsiella pneumoniae			latest	Contig	Major	Full	2014/11/04	92SGR	UNIMI	GCA_000822965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/822/965/GCF_000822965.1_92SGR		
GCF_000822985.1	PRJNA224116	SAMEA2602987	CCJC00000000.1	na	573	573	Klebsiella pneumoniae			latest	Contig	Major	Full	2014/11/04	93SGR	UNIMI	GCA_000822985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/822/985/GCF_000822985.1_93SGR		
GCF_000823005.1	PRJNA224116	SAMEA2602988	CCIL00000000.1	na	573	573	Klebsiella pneumoniae			latest	Contig	Major	Full	2014/11/04	94SGR	UNIMI	GCA_000823005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/823/005/GCF_000823005.1_94SGR		
GCF_000823025.1	PRJNA224116	SAMEA2602989	CCIM00000000.1	na	573	573	Klebsiella pneumoniae			latest	Contig	Major	Full	2014/11/04	95SGR	UNIMI	GCA_000823025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/823/025/GCF_000823025.1_95SGR		
GCF_000823045.1	PRJNA224116	SAMEA2602990	CCIN00000000.1	na	573	573	Klebsiella pneumoniae			latest	Contig	Major	Full	2014/11/04	96SGR	UNIMI	GCA_000823045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/823/045/GCF_000823045.1_96SGR		
GCF_000823065.1	PRJNA224116	SAMEA2602991	CCJD00000000.1	na	573	573	Klebsiella pneumoniae			latest	Contig	Major	Full	2014/11/04	97SGR	UNIMI	GCA_000823065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/823/065/GCF_000823065.1_97SGR		
GCF_000823085.1	PRJNA224116	SAMEA2602992	CCIO00000000.1	na	573	573	Klebsiella pneumoniae			latest	Contig	Major	Full	2014/11/04	98SGR	UNIMI	GCA_000823085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/823/085/GCF_000823085.1_98SGR		
GCF_000823105.1	PRJNA224116	SAMEA2602993	CCIQ00000000.1	na	573	573	Klebsiella pneumoniae			latest	Contig	Major	Full	2014/11/04	99SGR	UNIMI	GCA_000823105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/823/105/GCF_000823105.1_99SGR		
GCF_000823125.1	PRJNA224116	SAMEA2602994	CCIP00000000.1	na	573	573	Klebsiella pneumoniae			latest	Contig	Major	Full	2014/11/04	9PV	UNIMI	GCA_000823125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/823/125/GCF_000823125.1_9PV		
GCF_000826585.2	PRJNA224116	SAMEA3141919	CDJH00000000.1	na	574	573	Klebsiella pneumoniae subsp. ozaenae	strain=ATCC 11296		latest	Scaffold	Major	Full	2014/11/28	ASM82658v2	URMITE	GCA_000826585.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/826/585/GCF_000826585.2_ASM82658v2		assembly from type material
GCF_000826605.1	PRJNA224116	SAMEA3140027	CDNA00000000.1	na	573	573	Klebsiella pneumoniae	strain=KPM_nasey		latest	Contig	Major	Full	2015/01/16	Klebsiella pneumoniae KMP_nasey	Seydina	GCA_000826605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/826/605/GCF_000826605.1_Klebsiella_pneumoniae_KMP_nasey		
GCF_000826795.1	PRJNA224116	SAMN03075675	JRRF00000000.1	na	573	573	Klebsiella pneumoniae	strain=UMNturkey9		latest	Scaffold	Major	Full	2015/02/10	ASM82679v1	University of Minnesota	GCA_000826795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/826/795/GCF_000826795.1_ASM82679v1		
GCF_000943095.1	PRJNA224116	SAMEA2072940	CDQG00000000.1	na	573	573	Klebsiella pneumoniae	strain=ST15 NDM-1		latest	Scaffold	Major	Full	2015/02/18	ST15	SC	GCA_000943095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/943/095/GCF_000943095.1_ST15		
GCF_000943155.1	PRJNA224116	SAMEA2064505	CDPE00000000.1	na	573	573	Klebsiella pneumoniae	strain=novel ST outbreak lineage 2		latest	Scaffold	Major	Full	2015/02/18	NOVST	SC	GCA_000943155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/943/155/GCF_000943155.1_NOVST		
GCF_000949515.1	PRJNA224116	SAMN03323314	JYBC00000000.1	na	573	573	Klebsiella pneumoniae	strain=DSM 2026		latest	Contig	Major	Full	2015/03/10	ASM94951v1	Shanghai Jiao Tong University	GCA_000949515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/949/515/GCF_000949515.1_ASM94951v1		
GCF_000956385.1	PRJNA224116	SAMN02996353	JQCX00000000.1	na	573	573	Klebsiella pneumoniae	strain=CDPH3707		latest	Contig	Major	Full	2015/03/19	CDPH3707-4	CDPH	GCA_000956385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/956/385/GCF_000956385.1_CDPH3707-4		
GCF_000956395.1	PRJNA224116	SAMN02996352	JQCW00000000.1	na	573	573	Klebsiella pneumoniae	strain=CDPH3020		latest	Contig	Major	Full	2015/03/19	CDPH_3020-4	California Department of Public Health	GCA_000956395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/956/395/GCF_000956395.1_CDPH_3020-4		
GCF_000958945.1	PRJNA224116	SAMN02996354	LAFW00000000.1	na	573	573	Klebsiella pneumoniae	strain=CDPH3823		latest	Scaffold	Major	Full	2015/03/20	matepair3	CDPH	GCA_000958945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/958/945/GCF_000958945.1_matepair3		
GCF_000958955.1	PRJNA224116	SAMN02996353	LAFX00000000.1	na	573	573	Klebsiella pneumoniae	strain=CDPH3707		latest	Contig	Major	Full	2015/03/20	matepair02	CDPH	GCA_000958955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/958/955/GCF_000958955.1_matepair02		
GCF_000958965.1	PRJNA224116	SAMN02996355	LAFU00000000.1	na	573	573	Klebsiella pneumoniae	strain=CDPH5262		latest	Scaffold	Major	Full	2015/03/20	matepair4	CDPH	GCA_000958965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/958/965/GCF_000958965.1_matepair4		
GCF_000958975.1	PRJNA224116	SAMN02996352	LAFV00000000.1	na	573	573	Klebsiella pneumoniae	strain=CDPH3020		latest	Contig	Major	Full	2015/03/20	matepair01	CDPH	GCA_000958975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/958/975/GCF_000958975.1_matepair01		
GCF_000967845.1	PRJNA224116	SAMEA3283109		na	861365	573	Klebsiella pneumoniae subsp. rhinoscleromatis SB3432	strain=SB3432		latest	Chromosome	Major	Full	2013/05/15	ASM96784v1	Institut Pasteur	GCA_000967845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/967/845/GCF_000967845.1_ASM96784v1		
GCF_000968155.1	PRJNA224116	SAMEA3283117		na	573	573	Klebsiella pneumoniae	strain=Kp52.145		latest	Complete Genome	Major	Full	2014/03/21	ASM96815v1	Genoscope CEA	GCA_000968155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/968/155/GCF_000968155.1_ASM96815v1		
GCF_000971075.1	PRJNA224116	SAMN03451033	LART00000000.1	na	573	573	Klebsiella pneumoniae	strain=ST-437		latest	Scaffold	Major	Full	2015/04/08	ASM97107v1	Centers for Disease Control and Prevention	GCA_000971075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/971/075/GCF_000971075.1_ASM97107v1		
GCF_000981845.1	PRJNA224116	SAMN03496739		na	72407	573	Klebsiella pneumoniae subsp. pneumoniae	strain=234-12		latest	Complete Genome	Major	Full	2015/04/29	ASM98184v1	Leibniz Institute DSMZ	GCA_000981845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/981/845/GCF_000981845.1_ASM98184v1		
GCF_000981955.1	PRJNA224116	SAMN03486512	LBIK00000000.1	na	1409962	573	Klebsiella pneumoniae MRSN 2404	strain=MRSN 2404		latest	Contig	Major	Full	2015/04/29	ASM98195v1	J. Craig Venter Institute	GCA_000981955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/981/955/GCF_000981955.1_ASM98195v1		
GCF_000982045.1	PRJNA224116	SAMN03486513	LBLU00000000.1	na	1409965	573	Klebsiella pneumoniae MRSN 6902	strain=MRSN 6902		latest	Contig	Major	Full	2015/04/29	ASM98204v1	J. Craig Venter Institute	GCA_000982045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/982/045/GCF_000982045.1_ASM98204v1		
GCF_000982085.1	PRJNA224116	SAMN03486511	LBLV00000000.1	na	1409966	573	Klebsiella pneumoniae HE12	strain=HE12		latest	Contig	Major	Full	2015/04/29	ASM98208v1	J. Craig Venter Institute	GCA_000982085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/982/085/GCF_000982085.1_ASM98208v1		
GCF_000982205.1	PRJNA224116	SAMN03486520	LBID00000000.1	na	1409964	573	Klebsiella pneumoniae MRSN 3852	strain=MRSN 3852		latest	Contig	Major	Full	2015/04/29	ASM98220v1	J. Craig Venter Institute	GCA_000982205.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/982/205/GCF_000982205.1_ASM98220v1		
GCF_000982215.1	PRJNA224116	SAMN03486519	LBIE00000000.1	na	1409963	573	Klebsiella pneumoniae MRSN 3562	strain=MRSN 3562		latest	Contig	Major	Full	2015/04/29	ASM98221v1	J. Craig Venter Institute	GCA_000982215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/982/215/GCF_000982215.1_ASM98221v1		
GCF_001008725.1	PRJNA224116	SAMN03435903	LAKK00000000.1	na	72407	573	Klebsiella pneumoniae subsp. pneumoniae	strain=ST258_FL		latest	Contig	Major	Full	2015/05/18	ASM100872v1	New Jersey Medical School-Rutgers University	GCA_001008725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/008/725/GCF_001008725.1_ASM100872v1		
GCF_001022035.1	PRJNA224116	SAMN03024610		na	573	573	Klebsiella pneumoniae	strain=CAV1392		latest	Complete Genome	Major	Full	2015/06/09	ASM102203v1	University of Oxford	GCA_001022035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/022/035/GCF_001022035.1_ASM102203v1		
GCF_001022175.1	PRJNA224116	SAMN03024590		na	573	573	Klebsiella pneumoniae	strain=CAV1344		latest	Complete Genome	Major	Full	2015/06/09	ASM102217v1	University of Oxford	GCA_001022175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/022/175/GCF_001022175.1_ASM102217v1		
GCF_001022235.1	PRJNA224116	SAMN03024583		na	573	573	Klebsiella pneumoniae	strain=CAV1596		latest	Complete Genome	Major	Full	2015/06/09	ASM102223v1	University of Oxford	GCA_001022235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/022/235/GCF_001022235.1_ASM102223v1		
GCF_001030715.1	PRJNA224116	SAMN03280220	LEUQ00000000.1	na	573	573	Klebsiella pneumoniae	strain=CHS153		latest	Scaffold	Major	Full	2015/06/22	Kleb_oxyt_CHS153_V1	Broad Institute	GCA_001030715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/030/715/GCF_001030715.1_Kleb_oxyt_CHS153_V1		
GCF_001030745.1	PRJNA224116	SAMN03280221	LEUR00000000.1	na	573	573	Klebsiella pneumoniae	strain=CHS222		latest	Scaffold	Major	Full	2015/06/22	Kleb_oxyt_CHS222_V1	Broad Institute	GCA_001030745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/030/745/GCF_001030745.1_Kleb_oxyt_CHS222_V1		
GCF_001030795.1	PRJNA224116	SAMN03280224	LEUU00000000.1	na	573	573	Klebsiella pneumoniae	strain=CHS81		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_CHS81_V1	Broad Institute	GCA_001030795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/030/795/GCF_001030795.1_Kleb_pneu_CHS81_V1		
GCF_001030825.1	PRJNA224116	SAMN03280225	LEUV00000000.1	na	573	573	Klebsiella pneumoniae	strain=CHS82		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_CHS82_V1	Broad Institute	GCA_001030825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/030/825/GCF_001030825.1_Kleb_pneu_CHS82_V1		
GCF_001030835.1	PRJNA224116	SAMN03280226	LEUW00000000.1	na	573	573	Klebsiella pneumoniae	strain=CHS83		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_CHS83_V1	Broad Institute	GCA_001030835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/030/835/GCF_001030835.1_Kleb_pneu_CHS83_V1		
GCF_001030845.1	PRJNA224116	SAMN03280227	LEUX00000000.1	na	573	573	Klebsiella pneumoniae	strain=CHS84		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_CHS84_V1	Broad Institute	GCA_001030845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/030/845/GCF_001030845.1_Kleb_pneu_CHS84_V1		
GCF_001030875.1	PRJNA224116	SAMN03280228	LEUY00000000.1	na	573	573	Klebsiella pneumoniae	strain=CHS85		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_CHS85_V1	Broad Institute	GCA_001030875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/030/875/GCF_001030875.1_Kleb_pneu_CHS85_V1		
GCF_001030905.1	PRJNA224116	SAMN03280231	LEUZ00000000.1	na	573	573	Klebsiella pneumoniae	strain=CHS88		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_CHS88_V1	Broad Institute	GCA_001030905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/030/905/GCF_001030905.1_Kleb_pneu_CHS88_V1		
GCF_001030915.1	PRJNA224116	SAMN03280232	LEVA00000000.1	na	573	573	Klebsiella pneumoniae	strain=CHS89		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_CHS89_V1	Broad Institute	GCA_001030915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/030/915/GCF_001030915.1_Kleb_pneu_CHS89_V1		
GCF_001030935.1	PRJNA224116	SAMN03280233	LEVB00000000.1	na	573	573	Klebsiella pneumoniae	strain=CHS90		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_CHS90_V1	Broad Institute	GCA_001030935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/030/935/GCF_001030935.1_Kleb_pneu_CHS90_V1		
GCF_001030945.1	PRJNA224116	SAMN03280234	LEVC00000000.1	na	573	573	Klebsiella pneumoniae	strain=CHS91		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_CHS91_V1	Broad Institute	GCA_001030945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/030/945/GCF_001030945.1_Kleb_pneu_CHS91_V1		
GCF_001030985.1	PRJNA224116	SAMN03280235	LEVD00000000.1	na	573	573	Klebsiella pneumoniae	strain=CHS92		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_CHS92_V1	Broad Institute	GCA_001030985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/030/985/GCF_001030985.1_Kleb_pneu_CHS92_V1		
GCF_001030995.1	PRJNA224116	SAMN03280236	LEVE00000000.1	na	573	573	Klebsiella pneumoniae	strain=CHS93		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_CHS93_V1	Broad Institute	GCA_001030995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/030/995/GCF_001030995.1_Kleb_pneu_CHS93_V1		
GCF_001031015.1	PRJNA224116	SAMN03280237	LEVF00000000.1	na	573	573	Klebsiella pneumoniae	strain=CHS94		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_CHS94_V1	Broad Institute	GCA_001031015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/031/015/GCF_001031015.1_Kleb_pneu_CHS94_V1		
GCF_001031025.1	PRJNA224116	SAMN03280238	LEVG00000000.1	na	573	573	Klebsiella pneumoniae	strain=CHS95		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_CHS95_V1	Broad Institute	GCA_001031025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/031/025/GCF_001031025.1_Kleb_pneu_CHS95_V1		
GCF_001031065.1	PRJNA224116	SAMN03280239	LEVH00000000.1	na	573	573	Klebsiella pneumoniae	strain=CHS96		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_CHS96_V1	Broad Institute	GCA_001031065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/031/065/GCF_001031065.1_Kleb_pneu_CHS96_V1		
GCF_001031075.1	PRJNA224116	SAMN03280240	LEVI00000000.1	na	573	573	Klebsiella pneumoniae	strain=CHS97		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_CHS97_V1	Broad Institute	GCA_001031075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/031/075/GCF_001031075.1_Kleb_pneu_CHS97_V1		
GCF_001031095.1	PRJNA224116	SAMN03280241	LEVJ00000000.1	na	573	573	Klebsiella pneumoniae	strain=CHS98		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_CHS98_V1	Broad Institute	GCA_001031095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/031/095/GCF_001031095.1_Kleb_pneu_CHS98_V1		
GCF_001031105.1	PRJNA224116	SAMN03280242	LEVK00000000.1	na	573	573	Klebsiella pneumoniae	strain=CHS99		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_CHS99_V1	Broad Institute	GCA_001031105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/031/105/GCF_001031105.1_Kleb_pneu_CHS99_V1		
GCF_001031145.1	PRJNA224116	SAMN03280243	LEVL00000000.1	na	573	573	Klebsiella pneumoniae	strain=CHS100		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_CHS100_V1	Broad Institute	GCA_001031145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/031/145/GCF_001031145.1_Kleb_pneu_CHS100_V1		
GCF_001031155.1	PRJNA224116	SAMN03280244	LEVM00000000.1	na	573	573	Klebsiella pneumoniae	strain=CHS101		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_CHS101_V1	Broad Institute	GCA_001031155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/031/155/GCF_001031155.1_Kleb_pneu_CHS101_V1		
GCF_001031175.1	PRJNA224116	SAMN03280245	LEVN00000000.1	na	573	573	Klebsiella pneumoniae	strain=CHS102		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_CHS102_V1	Broad Institute	GCA_001031175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/031/175/GCF_001031175.1_Kleb_pneu_CHS102_V1		
GCF_001031185.1	PRJNA224116	SAMN03280247	LEVO00000000.1	na	573	573	Klebsiella pneumoniae	strain=CHS104		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_CHS104_V1	Broad Institute	GCA_001031185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/031/185/GCF_001031185.1_Kleb_pneu_CHS104_V1		
GCF_001031225.1	PRJNA224116	SAMN03280248	LEVP00000000.1	na	573	573	Klebsiella pneumoniae	strain=CHS105		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_CHS105_V1	Broad Institute	GCA_001031225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/031/225/GCF_001031225.1_Kleb_pneu_CHS105_V1		
GCF_001031235.1	PRJNA224116	SAMN03280249	LEVQ00000000.1	na	573	573	Klebsiella pneumoniae	strain=CHS106		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_CHS106_V1	Broad Institute	GCA_001031235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/031/235/GCF_001031235.1_Kleb_pneu_CHS106_V1		
GCF_001031245.1	PRJNA224116	SAMN03280250	LEVR00000000.1	na	573	573	Klebsiella pneumoniae	strain=CHS107		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_CHS107_V1	Broad Institute	GCA_001031245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/031/245/GCF_001031245.1_Kleb_pneu_CHS107_V1		
GCF_001031265.1	PRJNA224116	SAMN03280252	LEVS00000000.1	na	573	573	Klebsiella pneumoniae	strain=CHS109		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_CHS109_V1	Broad Institute	GCA_001031265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/031/265/GCF_001031265.1_Kleb_pneu_CHS109_V1		
GCF_001031305.1	PRJNA224116	SAMN03280253	LEVT00000000.1	na	573	573	Klebsiella pneumoniae	strain=CHS110		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_CHS110_V1	Broad Institute	GCA_001031305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/031/305/GCF_001031305.1_Kleb_pneu_CHS110_V1		
GCF_001031315.1	PRJNA224116	SAMN03280254	LEVU00000000.1	na	573	573	Klebsiella pneumoniae	strain=CHS111		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_CHS111_V1	Broad Institute	GCA_001031315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/031/315/GCF_001031315.1_Kleb_pneu_CHS111_V1		
GCF_001031325.1	PRJNA224116	SAMN03280255	LEVV00000000.1	na	573	573	Klebsiella pneumoniae	strain=CHS112		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_CHS112_V1	Broad Institute	GCA_001031325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/031/325/GCF_001031325.1_Kleb_pneu_CHS112_V1		
GCF_001031345.1	PRJNA224116	SAMN03280256	LEVW00000000.1	na	573	573	Klebsiella pneumoniae	strain=CHS113		latest	Scaffold	Major	Full	2015/06/22	Kleb_pneu_CHS113_V1	Broad Institute	GCA_001031345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/031/345/GCF_001031345.1_Kleb_pneu_CHS113_V1		
